,Molecule ChEMBL ID,Molecule Max Phase,Smiles,pChEMBL Value,Potential Duplicate,Assay Description,Target Type,Standard Relation,Standard Value,Standard Units,Value
8485,CHEMBL1927167,0,COc1ccc2ncc(F)c(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2n1,5.52,0.0,Inhibition of human ERG expressed in HEK293 cells by patch-clamp electrophysiology,SINGLE PROTEIN,'=',3000.0,nM,3.0
8486,CHEMBL1927164,0,COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,5.1,0.0,Displacement of [3H]dofetilide from human ERG by liquid scintillation counting,SINGLE PROTEIN,'=',7900.0,nM,7.9
8487,CHEMBL487500,0,O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3ncon3)cc(C(F)(F)F)c2)CC1,5.92,0.0,Inhibition of human ERG by MK-0499 binding assay,SINGLE PROTEIN,'=',1200.0,nM,1.2
8488,CHEMBL487912,0,Cc1n[nH]cc1-c1cc(C(F)(F)F)cc(S(=O)(=O)N2CCN(C(=O)[C@@H]3C[C@H]3c3ccc(C(F)(F)F)cc3)CC2)c1,7.4,0.0,Inhibition of human ERG by MK-0499 binding assay,SINGLE PROTEIN,'=',40.0,nM,0.04
8489,CHEMBL1257578,0,Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)s1,9.59,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',0.26,nM,0.26
8490,CHEMBL1258166,0,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CC2CC2)c1,8.14,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',7.3,nM,7.3
8491,CHEMBL1258392,0,Cn1cc(CN2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)cn1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',33.0,nM,33.0
8492,CHEMBL1258503,0,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CC(=O)Nc2ccccc2)c1,9.14,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',0.72,nM,0.72
8493,CHEMBL1258615,0,CC(c1ccccc1)N1[C@@H]2CC[C@H]1C[C@H](Oc1cccc(C(N)=O)c1)C2,8.22,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',6.0,nM,6.0
8494,CHEMBL1258616,0,Cc1ccc(C(C)N2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)s1,8.8,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',1.6,nM,1.6
8495,CHEMBL1257348,0,COc1cccc([C@@H](C)N2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)c1,8.34,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',4.6,nM,4.6
8496,CHEMBL1257458,0,Cc1ccc([C@@H](C)N2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)cn1,8.52,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',3.0,nM,3.0
8497,CHEMBL3612813,0,Cc1cc(C(O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ncc1C#N,,0.0,Displacement of [35S]-MK499 from human ERG expressed in HEK293 cells,SINGLE PROTEIN,,,,
8498,CHEMBL3612814,0,Cc1nc(C(O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ccc1C#N,,0.0,Displacement of [35S]-MK499 from human ERG expressed in HEK293 cells,SINGLE PROTEIN,,,,
8499,CHEMBL3612796,0,COc1cc(CCN2CCN(CCc3ccc4c(c3C)COC4=O)CC2)ccc1C#N,,0.0,Inhibition of human ERG expressed in HEK293 cells by electrophysiology assay,SINGLE PROTEIN,'<=',1000.0,nM,1.0
8500,CHEMBL3612928,0,[2H]C([2H])([2H])Oc1cc(C(O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ncc1C#N,4.52,0.0,Inhibition of human ERG expressed in HEK293 cells by electrophysiology assay,SINGLE PROTEIN,'=',30000.0,nM,30.0
8501,CHEMBL1751,4,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
8502,CHEMBL486247,0,CC(C)(C)CCN1CCC(F)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,5.65,0.0,Antagonist activity at human ERG by voltage-clamp electrophysiology assay,SINGLE PROTEIN,'=',2220.0,nM,2220.0
8503,CHEMBL6273,2,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
8504,CHEMBL1094365,0,CCOCCn1nc(CC)c2nc(N3CCC(C(=O)O)CC3)nc(Nc3cc(C)ccn3)c21,5.96,0.0,Inhibition of human ERG by patch clamp electrophysiology,SINGLE PROTEIN,'=',1100.0,nM,1.1
8505,CHEMBL1493,4,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,4.62,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,'=',24106.9,nM,24.1069
8506,CHEMBL30008,2,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,6.22,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,'=',605.8,nM,0.6058
8507,CHEMBL3092198,0,CC(C)(C1CCN(C(=O)c2cc(F)ccc2S(C)(=O)=O)CC1)S(=O)(=O)c1cccc(C(F)(F)F)c1,,0.0,Displacement of [35S]MK-499 from human ERG,SINGLE PROTEIN,'>',10000.0,nM,10.0
8508,CHEMBL1483,4,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
8509,CHEMBL629,4,CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.75,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,'=',17589.4,nM,17.5894
8510,CHEMBL3764357,0,CN(C)Cc1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1.Cl.Cl,5.2,0.0,Inhibition of human ERG using tracer red fluorescent probe,SINGLE PROTEIN,'=',6300.0,nM,6.3
8511,CHEMBL3764895,0,CC(C)(N)c1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1.Cl.Cl,5.13,0.0,Inhibition of human ERG using tracer red fluorescent probe,SINGLE PROTEIN,'=',7400.0,nM,7.4
8512,CHEMBL3765012,0,Cl.Cl.NC1(c2cc(C(=O)N[C@@H]3CCc4ccc(Oc5ccnc6c5CCC(=O)N6)cc4C3)cc(C(F)(F)F)c2)CCC1,5.51,0.0,Inhibition of human ERG using tracer red fluorescent probe,SINGLE PROTEIN,'=',3100.0,nM,3.1
8513,CHEMBL3765022,0,O=C(O)CN(C1(c2ccc(-c3ccccc3OC(F)(F)F)cc2)CCC1)S(=O)(=O)c1ccc(OC(F)F)cc1,4.82,0.0,Inhibition of human ERG expressed in HEK293 cells by thallium flux assay,SINGLE PROTEIN,'=',15000.0,nM,15.0
8514,CHEMBL4637576,0,Nc1nc(N2CCC(N3Cc4cc(Cl)cc(Cl)c4OC[C@@H]3Cc3ccc(Cl)cc3)CC2)n[nH]1,5.22,0.0,Displacement of Tracer Red from human ERG by fluorescence polarization assay,SINGLE PROTEIN,'=',6000.0,nM,6000.0
8515,CHEMBL471994,0,Cc1ccccc1C1CCN(C[C@H]2CCc3cccnc3[C@@H](O)C2)CC1,6.66,0.0,Displacement of [35S]MK499 from human ERG K+ channel expressed in HEK293 cells,SINGLE PROTEIN,'=',220.0,nM,220.0
8516,CHEMBL472168,0,Cc1ccccc1C1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)CC1,5.57,0.0,Displacement of [35S]MK499 from human ERG K+ channel expressed in HEK293 cells,SINGLE PROTEIN,'=',2700.0,nM,2700.0
8517,CHEMBL4294266,0,Cc1c(CN2CCOCC2)cc(-c2ccc(C(C)C)cc2)n1C(C)C,4.8,0.0,Inhibition of human ERG by [3H]dofetilide binding displacement assay,SINGLE PROTEIN,'=',16000.0,nM,16.0
8518,CHEMBL4280239,0,Cc1c(CN2CCOCC2)cc(-c2ccc(C(C)C)cc2)n1CC(C)C,4.8,0.0,Inhibition of human ERG by [3H]dofetilide binding displacement assay,SINGLE PROTEIN,'=',16000.0,nM,16.0
8519,CHEMBL4290873,0,Cc1c(CN2CCOCC2)cc(-c2ccc(C(C)C)cc2)n1C1CC1,5.1,0.0,Inhibition of human ERG by [3H]dofetilide binding displacement assay,SINGLE PROTEIN,'=',8000.0,nM,8.0
8520,CHEMBL462605,4,Clc1ccc(CCCOCCCN2CCCCC2)cc1,5.77,0.0,Inhibition of human ERG expressed in CHO cells at holding potential of -90 mV by patch clamp method,SINGLE PROTEIN,'=',1700.0,nM,1.7
8521,CHEMBL3221109,0,O=C(N1CCOCC1)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,6.41,0.0,Displacement of [3H]dofetilide from human ERG expressed in CHO cells after 30 mins by FluxOR thallium assay,SINGLE PROTEIN,'=',390.0,nM,0.39
8522,CHEMBL3775031,0,COc1cccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)c1,6.61,0.0,Binding affinity to human ERG,SINGLE PROTEIN,'=',247.0,nM,247.0
8523,CHEMBL3774817,0,Fc1cccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)c1,6.59,0.0,Binding affinity to human ERG,SINGLE PROTEIN,'=',258.0,nM,258.0
8524,CHEMBL3775729,0,CC1(c2nc(-c3ccccc3)c[nH]2)Cc2c([nH]c3ccccc23)C(C2CCOCC2)N1,5.53,0.0,Binding affinity to human ERG,SINGLE PROTEIN,'=',2946.0,nM,2946.0
8525,CHEMBL3775411,0,c1ccc2c3c([nH]c2c1)[C@@H](C1CCOCC1)N[C@@H](c1nc(-c2nccs2)c[nH]1)C3,,0.0,Binding affinity to human ERG,SINGLE PROTEIN,,,,
8526,CHEMBL508112,0,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
8527,CHEMBL3237559,0,CC(C)c1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)n1,5.1,0.0,Inhibition of human ERG expressed in CHO cells by patch clamp method,SINGLE PROTEIN,'=',7943.28,nM,5.1
8528,CHEMBL4242822,0,CC(C)Cc1ccc2ncccc2c1NS(=O)(=O)c1ccc(CCCN2CCN3CCC[C@@H]3C2)cc1,5.89,0.0,Inhibition of human ERG by patch clamp assay,SINGLE PROTEIN,'=',1300.0,nM,1.3
8529,CHEMBL4247729,0,CC(C)Cc1ccc2nn(C)cc2c1NS(=O)(=O)c1ccc(CCCOC[C@H]2COCCN2C)cc1,5.51,0.0,Inhibition of human ERG by patch clamp assay,SINGLE PROTEIN,'=',3100.0,nM,3.1
8530,CHEMBL4243367,0,Cc1ccnn1-c1cccc([C@H](CC(=O)O)CN2CC[C@@H](CCc3ccc4c(n3)NCCC4)C2)c1,,0.0,Inhibition of human ERG expressed in HEK293 cells by Barracuda automated patch clamp assay,SINGLE PROTEIN,'>',63095.73,nM,4.2
8531,CHEMBL4240155,0,Cc1cc(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)[nH]n1,,0.0,Inhibition of human ERG expressed in HEK293 cells by Barracuda automated patch clamp assay,SINGLE PROTEIN,'>',50118.72,nM,4.3
8532,CHEMBL4249172,0,O=C(O)C[C@H](CN1CC[C@@H](CCc2ccc3c(n2)NCCC3)C1)c1cccc(O[C@H]2CCOC2)c1,4.5,0.0,Inhibition of human ERG expressed in HEK293 cells by Barracuda automated patch clamp assay,SINGLE PROTEIN,'=',31622.78,nM,4.5
8533,CHEMBL4237498,0,O=C(O)C[C@H](CN1CC[C@@H](CCc2ccc3c(n2)NCCC3)C1)c1cccc(OC2COC2)c1,,0.0,Inhibition of human ERG expressed in HEK293 cells by Barracuda automated patch clamp assay,SINGLE PROTEIN,'>',50118.72,nM,4.3
8534,CHEMBL4247149,0,Cc1ccn(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)n1,5.0,0.0,Inhibition of human ERG expressed in HEK293 cells by Q-patch assay,SINGLE PROTEIN,'=',10000.0,nM,5.0
8535,CHEMBL4249629,0,Cc1nc(C)c(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)[nH]1,,0.0,Inhibition of human ERG expressed in HEK293 cells by Q-patch assay,SINGLE PROTEIN,'>',31622.78,nM,4.5
8536,CHEMBL1082,4,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
8537,CHEMBL517712,4,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
8538,CHEMBL3233184,0,CCS(=O)(=O)C[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1N1CC[C@H](NC(=O)c2cccc(C(F)(F)F)c2)C1=O,,0.0,Inhibition of human ERG by FLIPR assay,SINGLE PROTEIN,'>',80000.0,nM,80.0
8539,CHEMBL3233190,0,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cc(F)cc(C(F)(F)F)c3)C2=O)[C@H](CS(=O)(=O)C(C)(C)C)C1,,0.0,Inhibition of human ERG by FLIPR assay,SINGLE PROTEIN,'>',80000.0,nM,80.0
8540,CHEMBL3237443,0,Fc1nccc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c12,6.14,0.0,Binding affinity to human ERG,SINGLE PROTEIN,'=',720.0,nM,0.72
8541,CHEMBL14,4,C[N+](C)(C)CCOC(N)=O.[Cl-],,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
8542,CHEMBL541,-1,O=C(O)c1ccccc1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
8543,CHEMBL511,4,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,4.9,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,'=',12618.2,nM,12.6182
8544,CHEMBL2403866,0,Cc1nc2cc(F)ccc2n1[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,7.52,0.0,Inhibition of human ERG channel by patch clamp technique,SINGLE PROTEIN,'=',30.0,nM,30.0
8545,CHEMBL20,4,CC(=O)Nc1nnc(S(N)(=O)=O)s1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
8546,CHEMBL255312,0,CC(C)[C@]1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC[C@@H](N2CCC(c3cccc(O)c3)CC2)C1,7.17,0.0,Displacement of [33S]MK499 from human ERG expressed in HEK cells,SINGLE PROTEIN,'=',67.0,nM,67.0
8547,CHEMBL250699,0,COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,,0.0,Inhibition of hERG potassium channel expressed in CHO cells by isotope efflux assay,SINGLE PROTEIN,'>',30000.0,nM,30.0
8548,CHEMBL850,4,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,,0.0,Binding affinity to human ERG F656A tetrameric mutant expressed in HEK293 cells assessed as inhibition of tail current measured upon repolarization to -120 mV by patch clamp method,SINGLE PROTEIN,'>',250000.0,nM,250.0
8549,CHEMBL5315124,4,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,,0.0,Binding affinity to human ERG S624A tetrameric mutant expressed in HEK293 cells assessed as inhibition of tail current measured upon repolarization to -40 mV by patch clamp method,SINGLE PROTEIN,'=',2100000.0,nM,2.1
8550,CHEMBL2424933,0,O=c1cnc2ccc(F)c3c2n1C[C@@]3(O)CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,,0.0,Inhibition of human ERG transfected in HEK293 cells by patch clamp assay,SINGLE PROTEIN,'=',206000.0,nM,206.0
8551,CHEMBL493060,0,CC(C)(C)CCN1CCC(CNC(=O)C2(c3ccc(F)cc3)CCCCC2)CC1,5.43,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',3674.0,nM,3674.0
8552,CHEMBL493059,0,O=C(NCC1CCN(Cc2cccnc2)CC1)c1cc(Cl)cc(Cl)c1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,,,,
8553,CHEMBL3787662,0,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3[nH]ccc23)c1,6.0,0.0,Inhibition of dofetilide binding to human ERG,SINGLE PROTEIN,'=',1000.0,nM,1.0
8554,CHEMBL3221493,0,CC(C)OC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(Cl)cn1,4.2,0.0,Inhibition of human ERG by electrophysiological analysis,SINGLE PROTEIN,'=',63095.73,nM,4.2
8555,CHEMBL3804950,0,Cc1ccnc2c3c(nn12)CN([C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,4.01,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',97000.0,nM,97.0
8556,CHEMBL2208434,0,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cc(=O)[nH]c2ccccc12,,0.0,Inhibition of human ERG in HEK cells by ion flux electrophysiology assay,SINGLE PROTEIN,'>',10000.0,nM,5.0
8557,CHEMBL4444685,0,CN1CCC(Cn2nc(-c3ccc4cc(OC5CCC5)ccc4c3)c3c(N)ncnc32)CC1,6.7,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',200.0,nM,0.2
8558,CHEMBL4543259,0,CN1CCC(Cn2nc(-c3ccc4cc(OC5CC5)ccc4c3)c3c(N)ncnc32)CC1,6.43,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',370.0,nM,0.37
8559,CHEMBL4576165,0,CCOc1ccc2cc(-c3nn(CC4CCN(C)CC4)c4ncnc(N)c34)ccc2n1,5.0,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',10000.0,nM,10.0
8560,CHEMBL4450160,0,CN1CCC(Cn2nc(-c3ccc4nc(OCC(F)(F)F)ccc4c3)c3c(N)ncnc32)CC1,6.3,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',500.0,nM,0.5
8561,CHEMBL50588,4,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
8562,CHEMBL4466809,0,CC(C)(C)c1ccc2[nH]c(C(C)(C)N)nc2c1,4.39,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',41000.0,nM,41.0
8563,CHEMBL3775226,0,Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4F)C3C2)n1C,6.4,0.0,Inhibition of human ERG tail current expressed in HEK293 cells after 5 mins by patch clamp assay,SINGLE PROTEIN,'=',398.11,nM,6.4
8564,CHEMBL3775226,0,Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4F)C3C2)n1C,6.7,0.0,Inhibition of human ERG tail current expressed in HEK293 cells after 5 mins by patch clamp assay,SINGLE PROTEIN,'=',199.53,nM,6.7
8565,CHEMBL3775589,0,Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccccc4)C3C2)n1C,5.8,0.0,Inhibition of human ERG tail current expressed in HEK293 cells after 5 mins by patch clamp assay,SINGLE PROTEIN,'=',1584.89,nM,5.8
8566,CHEMBL3774911,0,Cn1c(SCCCN2CC3CCN(c4ccc(F)cc4C(F)(F)F)C3C2)nnc1-c1cnccn1,5.9,0.0,Inhibition of human ERG tail current expressed in HEK293 cells after 5 mins by patch clamp assay,SINGLE PROTEIN,'=',1258.93,nM,5.9
8567,CHEMBL3774683,0,Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1cnccn1,6.9,0.0,Inhibition of human ERG tail current expressed in HEK293 cells after 5 mins by patch clamp assay,SINGLE PROTEIN,'=',125.89,nM,6.9
8568,CHEMBL3775338,0,Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4cc(Cl)cc(Cl)c4)C3C2)n1C,,0.0,Inhibition of human ERG tail current expressed in HEK293 cells after 5 mins by patch clamp assay,SINGLE PROTEIN,'<',100.0,nM,7.0
8569,CHEMBL3774588,0,Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccc(F)cc4)C3C2)n1C,6.1,0.0,Inhibition of human ERG tail current expressed in HEK293 cells after 5 mins by patch clamp assay,SINGLE PROTEIN,'=',794.33,nM,6.1
8570,CHEMBL272297,0,Cc1cc(-c2nc3c4c(ccc3o2)CCN(CCCSc2nnc(-c3ocnc3C)n2C)CC4)n(C)n1,6.1,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',794.33,nM,-6.1
8571,CHEMBL244946,0,Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)nn6C)cc5CC4)n3C)cccc2n1,5.7,1.0,Inhibition of human ERG,SINGLE PROTEIN,'=',1995.26,nM,-5.7
8572,CHEMBL256659,0,Cc1ncoc1-c1nnc(SCCCN2CCc3ccc4nc(C(F)(F)F)oc4c3CC2)n1C,5.3,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',5011.87,nM,-5.3
8573,CHEMBL2158292,0,N#Cc1c[nH]c(C(=O)Nc2ccc(C3CCN(C(=O)c4cc[n+]([O-])cc4)CC3)cc2C2=CCCCC2)n1,,0.0,Displacement of [3H]astemizole from human ERG potassium channel,SINGLE PROTEIN,,,,
8574,CHEMBL2158298,0,N#Cc1c[nH]c(C(=O)Nc2ccc(C3CCN(C(=O)CCN4CCOCC4)CC3)cc2C2=CCCCC2)n1,,0.0,Displacement of [3H]astemizole from human ERG potassium channel,SINGLE PROTEIN,,,,
8575,CHEMBL3754299,0,COc1ccc2ncc(F)c(CC(=O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,5.03,0.0,Displacement of MK499 from human ERG,SINGLE PROTEIN,'=',9400.0,nM,9.4
8576,CHEMBL3752154,0,COc1ccc2ncc(F)c(CC(N)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,4.84,0.0,Displacement of MK499 from human ERG,SINGLE PROTEIN,'=',14600.0,nM,14.6
8577,CHEMBL3752949,0,COc1ccc2ncc(F)c(CC(NS(C)(=O)=O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,5.48,0.0,Displacement of MK499 from human ERG,SINGLE PROTEIN,'=',3300.0,nM,3.3
8578,CHEMBL3754258,0,COc1ccc2ncc(F)c(C(=O)CC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,5.92,0.0,Displacement of MK499 from human ERG,SINGLE PROTEIN,'=',1200.0,nM,1.2
8579,CHEMBL2207750,0,CC(=O)N1CC2CC1CN2Cc1ccc(Oc2nc3ncccc3s2)cc1,,0.0,Inhibition of dofetilide binding to human ERG by patch clamp assay,SINGLE PROTEIN,'>',10000.0,nM,10.0
8580,CHEMBL2207741,0,CC(=O)NC1CC2CCC(C1)N2CCOc1ccc(Oc2nc3ncccc3s2)cc1,,0.0,Inhibition of dofetilide binding to human ERG by patch clamp assay,SINGLE PROTEIN,'>',10000.0,nM,10.0
8581,CHEMBL2207738,0,O=C1CCCN1C1CCN(CCOc2ccc(Oc3nc4ncccc4s3)cc2)CC1,,0.0,Inhibition of dofetilide binding to human ERG by patch clamp assay,SINGLE PROTEIN,'>',10000.0,nM,10.0
8582,CHEMBL8,4,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,0.0,Inhibition of human ERG expressed in mammalian cells by patch clamp method,SINGLE PROTEIN,'>',30000.0,nM,30.0
8583,CHEMBL256362,0,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)N(C)C)c34)cc2C)cn1,5.1,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',8000.0,nM,8.0
8584,CHEMBL258313,0,C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,4.92,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',12000.0,nM,12.0
8585,CHEMBL4470425,0,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2cncc(F)c2)C1=O,5.96,0.0,Inhibition of human ERG expressed in CHOK1 cells assessed as reduction in channel current at -80 mV holding potential by whole cell patch clamp assay,SINGLE PROTEIN,'=',1100.0,nM,1.1
8586,CHEMBL2337725,0,COc1cc(N2Cc3ccc(Sc4ccc(F)cc4)nc3C2=O)ccc1OCCN1CCCC1,4.6,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',25000.0,nM,25.0
8587,CHEMBL246259,0,COc1cc(C(=O)NCCN2CCCC2)ccc1CN1CCC(NC(=O)c2cc(=O)c3ccc(F)cc3o2)CC1,5.18,0.0,Displacement of [3H]dofetilide from hERG expressed in HEK293 cell membrane,SINGLE PROTEIN,'=',6600.0,nM,6.6
8588,CHEMBL401476,0,CC(=O)C1=NN2c3cc(F)ccc3OC[C@H]2[C@@]1(CCCN1CCNCC1)c1ccccc1,5.34,0.0,Inhibition of hERG expressed in HEK cells,SINGLE PROTEIN,'=',4600.0,nM,4600.0
8589,CHEMBL250127,0,CC(=O)C1=NN2c3cc(F)ccc3OC[C@H]2[C@@]1(CCCN)c1ccccc1,6.03,0.0,Inhibition of hERG expressed in HEK cells,SINGLE PROTEIN,'=',940.0,nM,940.0
